SalesOrderLineKey,OrderDate,ShipDate,OrderTimeStamp,ProductKey,CustomerKey,GeographyKey,CanalKey,CanalVenta,PromocionKey,PromocionCodigo,Cantidad,UnitPrice,ImporteVenta,ImporteCosto,ShipAddressFull,InternalNotes,ETLLoadID
7426,2025-09-15 02:52:51,2025-09-22 16:37:51,2025-09-15 02:52:51.000,64,1471,31,3,Distribuidor,2,BLACKFRIDAY,2,30.259860,58.70,47.65,5318 Calle Central Apt 719 - Ref 007426,Nota interna orden 007426: validacion logistica 812615 prioridad A lote f927b841,ETL-20250915-007426
7427,2025-08-23 01:52:09,2025-08-30 00:29:09,2025-08-23 01:52:09.000,67,1984,24,1,Online,5,OUTLET,3,452.953172,1195.80,736.08,8765 Calle Central Apt 663 - Ref 007427,Nota interna orden 007427: validacion logistica 922952 prioridad C lote 0af03f51,ETL-20250823-007427
7428,2023-03-07 02:22:30,2023-03-08 06:45:30,2023-03-07 02:22:30.000,8,2279,30,2,Tienda Fisica,13,SIN_PROMO,6,659.691184,3562.33,2240.82,2138 Calle Central Apt 293 - Ref 007428,Nota interna orden 007428: validacion logistica 456145 prioridad A lote 7ca0a19a,ETL-20230307-007428
7429,2025-05-30 01:00:30,2025-06-03 10:50:30,2025-05-30 01:00:30.000,49,750,28,1,Online,10,OUTLET,6,392.533732,2284.55,1506.52,8767 Calle Central Apt 390 - Ref 007429,Nota interna orden 007429: validacion logistica 229863 prioridad C lote 98bc0f6b,ETL-20250530-007429
7430,2023-03-13 01:56:52,2023-03-19 20:49:52,2023-03-13 01:56:52.000,28,1535,21,1,Online,15,CYBER,5,377.475973,1887.38,905.43,5514 Calle Central Apt 760 - Ref 007430,Nota interna orden 007430: validacion logistica 382455 prioridad A lote f70d18b2,ETL-20230313-007430
7431,2024-03-07 10:23:26,2024-03-15 12:28:26,2024-03-07 10:23:26.000,79,854,9,2,Tienda Fisica,21,LOYALTY,8,737.729701,5606.75,5174.39,8293 Calle Central Apt 823 - Ref 007431,Nota interna orden 007431: validacion logistica 651128 prioridad C lote 24d1d587,ETL-20240307-007431
7432,2025-06-21 07:42:43,2025-06-25 11:29:43,2025-06-21 07:42:43.000,76,1925,8,2,Tienda Fisica,19,BLACKFRIDAY,7,223.160351,1484.02,1102.86,8658 Calle Central Apt 370 - Ref 007432,Nota interna orden 007432: validacion logistica 425296 prioridad C lote bc6a5c7f,ETL-20250621-007432
7433,2025-01-20 12:42:05,2025-01-29 04:09:05,2025-01-20 12:42:05.000,67,935,33,3,Distribuidor,6,TEMPORADA,8,514.488403,3786.63,1976.33,9677 Calle Central Apt 323 - Ref 007433,Nota interna orden 007433: validacion logistica 885396 prioridad B lote 858859db,ETL-20250120-007433
7434,2023-04-13 22:29:12,2023-04-21 20:25:12,2023-04-13 22:29:12.000,18,1619,20,1,Online,4,LOYALTY,8,434.177856,2952.41,2204.31,8072 Calle Central Apt 9 - Ref 007434,Nota interna orden 007434: validacion logistica 284662 prioridad C lote fe642f38,ETL-20230413-007434
7435,2023-07-02 21:47:23,2023-07-08 06:33:23,2023-07-02 21:47:23.000,56,1246,22,5,Call Center,16,LOYALTY,5,540.438795,2567.08,1589.64,7000 Calle Central Apt 385 - Ref 007435,Nota interna orden 007435: validacion logistica 589442 prioridad C lote c6f34b9e,ETL-20230702-007435
7436,2023-02-14 04:27:16,2023-02-19 05:28:16,2023-02-14 04:27:16.000,71,1379,31,2,Tienda Fisica,24,SIN_PROMO,4,530.141836,2120.57,1429.25,8171 Calle Central Apt 163 - Ref 007436,Nota interna orden 007436: validacion logistica 470400 prioridad A lote 24107044,ETL-20230214-007436
7437,2023-04-15 19:53:19,2023-04-24 05:31:19,2023-04-15 19:53:19.000,43,2117,31,5,Call Center,6,TEMPORADA,7,162.711329,1047.86,721.37,9496 Calle Central Apt 435 - Ref 007437,Nota interna orden 007437: validacion logistica 198072 prioridad C lote fbaeb867,ETL-20230415-007437
7438,2024-08-16 13:09:41,2024-08-20 23:59:41,2024-08-16 13:09:41.000,70,989,29,2,Tienda Fisica,19,BLACKFRIDAY,6,461.121640,2628.39,2019.02,2334 Calle Central Apt 994 - Ref 007438,Nota interna orden 007438: validacion logistica 710302 prioridad C lote 415b3555,ETL-20240816-007438
7439,2025-04-04 14:05:00,2025-04-07 17:37:00,2025-04-04 14:05:00.000,47,2027,17,2,Tienda Fisica,15,CYBER,5,390.153160,1950.77,1846.73,5776 Calle Central Apt 462 - Ref 007439,Nota interna orden 007439: validacion logistica 207114 prioridad B lote 9309cd6a,ETL-20250404-007439
7440,2024-11-27 18:59:16,2024-11-29 09:56:16,2024-11-27 18:59:16.000,16,2179,12,4,Marketplace,21,LOYALTY,3,656.060717,1869.77,1421.28,8805 Calle Central Apt 417 - Ref 007440,Nota interna orden 007440: validacion logistica 568992 prioridad C lote 689cd418,ETL-20241127-007440
7441,2024-03-30 04:21:09,2024-04-05 11:25:09,2024-03-30 04:21:09.000,61,927,24,2,Tienda Fisica,12,SIN_PROMO,3,683.229344,1844.72,1429.23,1443 Calle Central Apt 387 - Ref 007441,Nota interna orden 007441: validacion logistica 314898 prioridad B lote f9a4fbf0,ETL-20240330-007441
7442,2025-05-23 13:20:10,2025-05-27 20:21:10,2025-05-23 13:20:10.000,54,275,8,1,Online,16,LOYALTY,3,393.544319,1121.60,661.52,5585 Calle Central Apt 643 - Ref 007442,Nota interna orden 007442: validacion logistica 828251 prioridad A lote a9040009,ETL-20250523-007442
7443,2024-11-21 15:44:04,2024-11-26 02:38:04,2024-11-21 15:44:04.000,68,1651,12,1,Online,22,OUTLET,8,882.728141,6355.64,5241.17,351 Calle Central Apt 500 - Ref 007443,Nota interna orden 007443: validacion logistica 397086 prioridad C lote 53fbbf75,ETL-20241121-007443
7444,2023-05-26 08:14:27,2023-05-30 06:16:27,2023-05-26 08:14:27.000,67,676,8,2,Tienda Fisica,10,OUTLET,3,450.507708,1310.98,769.27,4066 Calle Central Apt 274 - Ref 007444,Nota interna orden 007444: validacion logistica 899503 prioridad B lote 86447ec3,ETL-20230526-007444
7445,2025-03-11 18:27:19,2025-03-15 02:34:19,2025-03-11 18:27:19.000,23,98,9,2,Tienda Fisica,7,BLACKFRIDAY,5,545.649467,2319.01,2022.56,8402 Calle Central Apt 496 - Ref 007445,Nota interna orden 007445: validacion logistica 223401 prioridad B lote 8b8174da,ETL-20250311-007445
7446,2023-05-13 14:05:03,2023-05-16 02:24:03,2023-05-13 14:05:03.000,11,255,8,2,Tienda Fisica,15,CYBER,6,540.732040,3244.39,2722.30,9802 Calle Central Apt 732 - Ref 007446,Nota interna orden 007446: validacion logistica 759302 prioridad B lote 35b468a9,ETL-20230513-007446
7447,2025-01-11 21:18:38,2025-01-16 01:34:38,2025-01-11 21:18:38.000,34,1266,5,2,Tienda Fisica,7,BLACKFRIDAY,7,1147.057152,6824.99,5636.47,1504 Calle Central Apt 509 - Ref 007447,Nota interna orden 007447: validacion logistica 716500 prioridad C lote d20af00a,ETL-20250111-007447
7448,2023-12-15 19:30:54,2023-12-23 07:35:54,2023-12-15 19:30:54.000,5,2276,12,2,Tienda Fisica,20,CYBER,7,392.224386,2525.93,2000.35,9787 Calle Central Apt 818 - Ref 007448,Nota interna orden 007448: validacion logistica 866442 prioridad B lote e410a892,ETL-20231215-007448
7449,2024-07-23 07:01:52,2024-07-26 22:26:52,2024-07-23 07:01:52.000,77,2063,23,2,Tienda Fisica,21,LOYALTY,1,819.620769,778.64,520.95,9692 Calle Central Apt 254 - Ref 007449,Nota interna orden 007449: validacion logistica 363314 prioridad C lote 7fdad791,ETL-20240723-007449
7450,2024-09-21 21:19:52,2024-09-26 18:13:52,2024-09-21 21:19:52.000,7,824,2,4,Marketplace,22,OUTLET,6,1112.349677,6006.69,4917.23,7862 Calle Central Apt 60 - Ref 007450,Nota interna orden 007450: validacion logistica 577001 prioridad A lote 938ac722,ETL-20240921-007450
7451,2025-01-14 05:50:31,2025-01-17 07:09:31,2025-01-14 05:50:31.000,56,409,19,4,Marketplace,14,BLACKFRIDAY,6,596.890942,3402.28,1897.85,5622 Calle Central Apt 351 - Ref 007451,Nota interna orden 007451: validacion logistica 538962 prioridad B lote 43e8ff0a,ETL-20250114-007451
7452,2025-11-18 05:26:25,2025-11-27 13:54:25,2025-11-18 05:26:25.000,42,81,29,1,Online,4,LOYALTY,4,1197.178407,4070.41,2894.73,5996 Calle Central Apt 64 - Ref 007452,Nota interna orden 007452: validacion logistica 317671 prioridad A lote 80db254c,ETL-20251118-007452
7453,2023-01-16 23:25:39,2023-01-24 12:36:39,2023-01-16 23:25:39.000,26,570,30,1,Online,6,TEMPORADA,1,748.757122,688.86,493.82,1514 Calle Central Apt 790 - Ref 007453,Nota interna orden 007453: validacion logistica 125355 prioridad A lote 8db7d5d0,ETL-20230116-007453
7454,2024-06-29 20:24:08,2024-07-06 20:21:08,2024-06-29 20:24:08.000,53,705,27,2,Tienda Fisica,2,BLACKFRIDAY,1,1006.767509,976.56,838.65,4785 Calle Central Apt 761 - Ref 007454,Nota interna orden 007454: validacion logistica 524023 prioridad C lote bac3a6ff,ETL-20240629-007454
7455,2025-02-13 00:26:44,2025-02-17 17:43:44,2025-02-13 00:26:44.000,69,1983,1,2,Tienda Fisica,1,SIN_PROMO,6,953.339384,5148.03,5055.75,6137 Calle Central Apt 416 - Ref 007455,Nota interna orden 007455: validacion logistica 213415 prioridad B lote 26e66c04,ETL-20250213-007455
7456,2025-06-17 12:14:28,2025-06-26 16:55:28,2025-06-17 12:14:28.000,24,810,32,2,Tienda Fisica,8,CYBER,3,1466.160176,4398.48,2489.50,3004 Calle Central Apt 370 - Ref 007456,Nota interna orden 007456: validacion logistica 905207 prioridad A lote fb27f555,ETL-20250617-007456
7457,2023-12-03 12:06:26,2023-12-09 15:47:26,2023-12-03 12:06:26.000,28,1357,30,3,Distribuidor,23,TEMPORADA,2,358.253250,659.19,366.77,6344 Calle Central Apt 768 - Ref 007457,Nota interna orden 007457: validacion logistica 249787 prioridad C lote b034994e,ETL-20231203-007457
7458,2025-01-16 14:09:23,2025-01-18 06:50:23,2025-01-16 14:09:23.000,23,2368,31,3,Distribuidor,24,SIN_PROMO,5,459.341617,2296.71,2053.98,6604 Calle Central Apt 868 - Ref 007458,Nota interna orden 007458: validacion logistica 106833 prioridad A lote 295e5d13,ETL-20250116-007458
7459,2023-11-27 01:33:13,2023-12-02 16:32:13,2023-11-27 01:33:13.000,60,1818,29,5,Call Center,1,SIN_PROMO,6,337.165386,1820.69,1075.41,1014 Calle Central Apt 646 - Ref 007459,Nota interna orden 007459: validacion logistica 911666 prioridad A lote 4204248f,ETL-20231127-007459
7460,2024-12-16 10:22:29,2024-12-21 04:07:29,2024-12-16 10:22:29.000,49,113,17,2,Tienda Fisica,17,OUTLET,5,425.311634,2020.23,1196.49,1592 Calle Central Apt 309 - Ref 007460,Nota interna orden 007460: validacion logistica 935987 prioridad B lote de013737,ETL-20241216-007460
7461,2025-09-16 22:38:59,2025-09-19 18:27:59,2025-09-16 22:38:59.000,6,1035,3,1,Online,17,OUTLET,5,1063.540741,5051.82,3894.23,8402 Calle Central Apt 335 - Ref 007461,Nota interna orden 007461: validacion logistica 511603 prioridad B lote 80d7e1b2,ETL-20250916-007461
7462,2025-04-22 18:09:20,2025-04-26 21:44:20,2025-04-22 18:09:20.000,40,549,28,5,Call Center,12,SIN_PROMO,5,400.894982,1804.03,1715.50,7488 Calle Central Apt 63 - Ref 007462,Nota interna orden 007462: validacion logistica 306875 prioridad B lote 658adcff,ETL-20250422-007462
7463,2024-01-19 12:00:40,2024-01-25 15:39:40,2024-01-19 12:00:40.000,3,382,34,5,Call Center,1,SIN_PROMO,7,995.805398,6273.57,5071.74,8169 Calle Central Apt 78 - Ref 007463,Nota interna orden 007463: validacion logistica 615245 prioridad A lote bedd45fd,ETL-20240119-007463
7464,2023-06-12 19:43:09,2023-06-17 10:14:09,2023-06-12 19:43:09.000,4,229,12,5,Call Center,20,CYBER,6,1055.737119,5827.67,4054.72,7570 Calle Central Apt 801 - Ref 007464,Nota interna orden 007464: validacion logistica 614511 prioridad C lote fae73232,ETL-20230612-007464
7465,2023-05-18 13:52:14,2023-05-24 08:58:14,2023-05-18 13:52:14.000,11,1259,3,1,Online,15,CYBER,6,638.101418,3828.61,2725.72,6724 Calle Central Apt 280 - Ref 007465,Nota interna orden 007465: validacion logistica 379780 prioridad A lote 44ab2acf,ETL-20230518-007465
7466,2023-05-01 21:32:48,2023-05-04 10:33:48,2023-05-01 21:32:48.000,78,2111,31,5,Call Center,15,CYBER,2,1124.462998,2248.93,1318.72,6202 Calle Central Apt 984 - Ref 007466,Nota interna orden 007466: validacion logistica 159940 prioridad A lote c9607970,ETL-20230501-007466
7467,2023-08-07 01:41:55,2023-08-09 18:59:55,2023-08-07 01:41:55.000,26,2383,29,1,Online,3,CYBER,1,683.489594,580.97,520.93,8692 Calle Central Apt 847 - Ref 007467,Nota interna orden 007467: validacion logistica 322075 prioridad C lote 8f0d433d,ETL-20230807-007467
7468,2024-06-25 12:06:40,2024-07-03 13:57:40,2024-06-25 12:06:40.000,10,1741,25,1,Online,14,BLACKFRIDAY,6,283.203707,1614.26,1190.30,6706 Calle Central Apt 909 - Ref 007468,Nota interna orden 007468: validacion logistica 749449 prioridad B lote 00d02611,ETL-20240625-007468
7469,2024-09-28 07:16:22,2024-10-02 12:55:22,2024-09-28 07:16:22.000,4,67,1,4,Marketplace,10,OUTLET,8,1244.555348,9657.75,5451.84,2588 Calle Central Apt 190 - Ref 007469,Nota interna orden 007469: validacion logistica 776812 prioridad A lote 2e328e3b,ETL-20240928-007469
7470,2025-09-02 03:56:53,2025-09-11 06:56:53,2025-09-02 03:56:53.000,3,2445,5,4,Marketplace,24,SIN_PROMO,5,1123.349447,5616.75,3880.12,2746 Calle Central Apt 64 - Ref 007470,Nota interna orden 007470: validacion logistica 646512 prioridad A lote 80e47900,ETL-20250902-007470
7471,2024-06-24 08:05:32,2024-07-02 03:45:32,2024-06-24 08:05:32.000,12,722,31,4,Marketplace,8,CYBER,5,900.456494,4502.28,2507.26,5796 Calle Central Apt 66 - Ref 007471,Nota interna orden 007471: validacion logistica 341117 prioridad B lote abce9523,ETL-20240624-007471
7472,2024-07-28 05:17:09,2024-07-31 09:00:09,2024-07-28 05:17:09.000,72,679,7,3,Distribuidor,6,TEMPORADA,8,291.336339,2144.24,1518.78,6815 Calle Central Apt 190 - Ref 007472,Nota interna orden 007472: validacion logistica 805088 prioridad A lote 8e91da95,ETL-20240728-007472
7473,2024-03-24 12:00:17,2024-04-02 17:56:17,2024-03-24 12:00:17.000,8,2063,23,5,Call Center,21,LOYALTY,5,512.844912,2436.01,1772.75,947 Calle Central Apt 253 - Ref 007473,Nota interna orden 007473: validacion logistica 349240 prioridad B lote 2c5d6e1c,ETL-20240324-007473
7474,2025-06-24 01:21:29,2025-06-27 04:43:29,2025-06-24 01:21:29.000,32,1840,27,3,Distribuidor,6,TEMPORADA,8,702.797653,5172.59,3333.37,7491 Calle Central Apt 936 - Ref 007474,Nota interna orden 007474: validacion logistica 610065 prioridad A lote 5a8f29c6,ETL-20250624-007474
7475,2024-12-27 15:06:23,2025-01-05 03:27:23,2024-12-27 15:06:23.000,40,1595,19,5,Call Center,3,CYBER,6,424.302102,2163.94,2023.75,1421 Calle Central Apt 764 - Ref 007475,Nota interna orden 007475: validacion logistica 243184 prioridad B lote 58184df2,ETL-20241227-007475
7476,2023-10-28 09:19:41,2023-11-03 02:32:41,2023-10-28 09:19:41.000,16,1195,13,4,Marketplace,13,SIN_PROMO,8,746.558698,5375.22,3899.09,394 Calle Central Apt 845 - Ref 007476,Nota interna orden 007476: validacion logistica 848483 prioridad A lote a048c923,ETL-20231028-007476
7477,2024-03-25 18:41:03,2024-03-28 04:12:03,2024-03-25 18:41:03.000,5,1083,32,4,Marketplace,13,SIN_PROMO,8,455.916766,3282.60,2326.03,4285 Calle Central Apt 973 - Ref 007477,Nota interna orden 007477: validacion logistica 523107 prioridad B lote b6e3672e,ETL-20240325-007477
7478,2023-11-30 00:23:25,2023-12-05 06:47:25,2023-11-30 00:23:25.000,39,970,18,2,Tienda Fisica,7,BLACKFRIDAY,3,1085.429267,2767.84,2127.48,2186 Calle Central Apt 255 - Ref 007478,Nota interna orden 007478: validacion logistica 704561 prioridad C lote 59d14dc4,ETL-20231130-007478
7479,2024-04-06 08:05:10,2024-04-10 08:53:10,2024-04-06 08:05:10.000,45,779,15,2,Tienda Fisica,10,OUTLET,7,1466.351938,9956.53,4684.06,1543 Calle Central Apt 30 - Ref 007479,Nota interna orden 007479: validacion logistica 309243 prioridad C lote 9c229d12,ETL-20240406-007479
7480,2025-09-30 07:10:09,2025-10-08 04:13:09,2025-09-30 07:10:09.000,25,2236,11,5,Call Center,1,SIN_PROMO,4,514.939017,1853.78,1547.19,8998 Calle Central Apt 201 - Ref 007480,Nota interna orden 007480: validacion logistica 372764 prioridad B lote bf876922,ETL-20250930-007480
7481,2025-10-11 23:09:51,2025-10-14 17:03:51,2025-10-11 23:09:51.000,37,21,10,1,Online,21,LOYALTY,6,736.199420,4196.34,3777.32,9995 Calle Central Apt 963 - Ref 007481,Nota interna orden 007481: validacion logistica 923624 prioridad A lote d54197be,ETL-20251011-007481
7482,2023-02-08 16:16:30,2023-02-11 18:48:30,2023-02-08 16:16:30.000,57,2328,17,1,Online,6,TEMPORADA,5,826.114610,3800.13,3377.33,6355 Calle Central Apt 247 - Ref 007482,Nota interna orden 007482: validacion logistica 979611 prioridad A lote 5732e06b,ETL-20230208-007482
7483,2024-05-12 00:53:50,2024-05-21 15:57:50,2024-05-12 00:53:50.000,45,808,34,2,Tienda Fisica,1,SIN_PROMO,7,1089.033809,6860.91,4678.48,1981 Calle Central Apt 185 - Ref 007483,Nota interna orden 007483: validacion logistica 913509 prioridad C lote 8f407da2,ETL-20240512-007483
7484,2024-05-25 13:12:41,2024-06-01 05:33:41,2024-05-25 13:12:41.000,7,598,20,2,Tienda Fisica,11,TEMPORADA,1,1293.891341,1255.07,846.25,2878 Calle Central Apt 658 - Ref 007484,Nota interna orden 007484: validacion logistica 706742 prioridad A lote e0cf6ce4,ETL-20240525-007484
7485,2025-08-25 19:51:39,2025-09-02 08:41:39,2025-08-25 19:51:39.000,73,2491,18,4,Marketplace,13,SIN_PROMO,2,627.542301,1129.58,817.62,2653 Calle Central Apt 34 - Ref 007485,Nota interna orden 007485: validacion logistica 116985 prioridad C lote e918af26,ETL-20250825-007485
7486,2025-11-15 15:17:19,2025-11-17 20:52:19,2025-11-15 15:17:19.000,7,2322,16,3,Distribuidor,9,LOYALTY,2,1157.296456,2198.86,1676.75,6226 Calle Central Apt 783 - Ref 007486,Nota interna orden 007486: validacion logistica 816642 prioridad A lote 0aae8fea,ETL-20251115-007486
7487,2025-04-09 03:42:53,2025-04-15 07:20:53,2025-04-09 03:42:53.000,1,1128,12,3,Distribuidor,5,OUTLET,7,1117.845136,6885.93,4808.24,4742 Calle Central Apt 744 - Ref 007487,Nota interna orden 007487: validacion logistica 681398 prioridad C lote 1e368d6a,ETL-20250409-007487
7488,2023-05-13 02:07:49,2023-05-21 18:15:49,2023-05-13 02:07:49.000,48,1624,4,4,Marketplace,4,LOYALTY,7,1228.640626,7310.41,4775.33,4849 Calle Central Apt 659 - Ref 007488,Nota interna orden 007488: validacion logistica 848619 prioridad A lote 6430cb22,ETL-20230513-007488
7489,2023-11-23 09:27:46,2023-12-02 01:24:46,2023-11-23 09:27:46.000,71,2446,5,1,Online,16,LOYALTY,6,414.504694,2362.68,2117.43,5442 Calle Central Apt 95 - Ref 007489,Nota interna orden 007489: validacion logistica 936718 prioridad C lote 47d85b71,ETL-20231123-007489
7490,2024-04-16 19:52:18,2024-04-22 08:21:18,2024-04-16 19:52:18.000,80,1815,16,5,Call Center,3,CYBER,4,419.990221,1427.97,1214.42,1821 Calle Central Apt 786 - Ref 007490,Nota interna orden 007490: validacion logistica 377070 prioridad B lote 5612a779,ETL-20240416-007490
7491,2025-06-23 09:42:50,2025-06-25 10:06:50,2025-06-23 09:42:50.000,54,1056,34,1,Online,10,OUTLET,5,404.195697,1960.35,1089.38,8037 Calle Central Apt 990 - Ref 007491,Nota interna orden 007491: validacion logistica 674815 prioridad C lote 51abad90,ETL-20250623-007491
7492,2024-07-07 22:26:30,2024-07-16 01:09:30,2024-07-07 22:26:30.000,24,182,29,3,Distribuidor,4,LOYALTY,1,1712.319641,1455.47,868.27,5244 Calle Central Apt 482 - Ref 007492,Nota interna orden 007492: validacion logistica 314036 prioridad A lote 250c25b9,ETL-20240707-007492
7493,2024-02-18 08:17:26,2024-02-24 12:56:26,2024-02-18 08:17:26.000,24,2336,12,1,Online,13,SIN_PROMO,6,1483.958890,8013.38,5110.20,7993 Calle Central Apt 110 - Ref 007493,Nota interna orden 007493: validacion logistica 136426 prioridad B lote 98d75612,ETL-20240218-007493
7494,2023-01-19 09:17:21,2023-01-29 01:43:21,2023-01-19 09:17:21.000,54,472,3,3,Distribuidor,24,SIN_PROMO,7,383.438203,2684.07,1536.88,9602 Calle Central Apt 77 - Ref 007494,Nota interna orden 007494: validacion logistica 251448 prioridad C lote d0717aa7,ETL-20230119-007494
7495,2023-06-10 16:21:16,2023-06-18 08:33:16,2023-06-10 16:21:16.000,33,10,29,1,Online,14,BLACKFRIDAY,1,844.308666,802.09,565.25,456 Calle Central Apt 957 - Ref 007495,Nota interna orden 007495: validacion logistica 606322 prioridad B lote e35f12fc,ETL-20230610-007495
7496,2024-01-19 10:33:00,2024-01-24 08:09:00,2024-01-19 10:33:00.000,39,1942,33,5,Call Center,13,SIN_PROMO,1,1309.761071,1178.78,710.24,4356 Calle Central Apt 549 - Ref 007496,Nota interna orden 007496: validacion logistica 824199 prioridad C lote 0753c6c5,ETL-20240119-007496
7497,2025-11-07 23:14:58,2025-11-09 17:47:58,2025-11-07 23:14:58.000,32,2016,30,3,Distribuidor,22,OUTLET,1,612.954873,551.66,406.88,7385 Calle Central Apt 679 - Ref 007497,Nota interna orden 007497: validacion logistica 945051 prioridad C lote bd8d7d66,ETL-20251107-007497
7498,2024-01-11 19:13:52,2024-01-14 05:46:52,2024-01-11 19:13:52.000,31,1079,22,2,Tienda Fisica,15,CYBER,3,1359.054195,4077.16,2234.48,1937 Calle Central Apt 298 - Ref 007498,Nota interna orden 007498: validacion logistica 802493 prioridad B lote 4457dfa4,ETL-20240111-007498
7499,2023-05-10 22:41:11,2023-05-19 20:45:11,2023-05-10 22:41:11.000,7,2410,30,2,Tienda Fisica,22,OUTLET,1,1327.164755,1194.45,823.77,3250 Calle Central Apt 593 - Ref 007499,Nota interna orden 007499: validacion logistica 695752 prioridad A lote e607a441,ETL-20230510-007499
7500,2025-09-23 14:59:31,2025-09-30 13:52:31,2025-09-23 14:59:31.000,27,1466,21,5,Call Center,7,BLACKFRIDAY,6,25.127526,128.15,96.58,5636 Calle Central Apt 98 - Ref 007500,Nota interna orden 007500: validacion logistica 761113 prioridad B lote e57b31fa,ETL-20250923-007500
7501,2025-07-25 02:42:23,2025-08-03 05:38:23,2025-07-25 02:42:23.000,61,1300,27,5,Call Center,12,SIN_PROMO,4,878.697608,3163.31,1750.92,437 Calle Central Apt 219 - Ref 007501,Nota interna orden 007501: validacion logistica 523805 prioridad B lote 21eee473,ETL-20250725-007501
7502,2024-03-26 19:15:12,2024-04-01 16:11:12,2024-03-26 19:15:12.000,42,884,34,4,Marketplace,4,LOYALTY,1,1147.119897,975.05,713.80,7421 Calle Central Apt 654 - Ref 007502,Nota interna orden 007502: validacion logistica 761178 prioridad B lote 6b3f254c,ETL-20240326-007502
7503,2025-08-26 09:33:03,2025-09-02 21:46:03,2025-08-26 09:33:03.000,50,1691,32,3,Distribuidor,6,TEMPORADA,5,176.812136,813.34,801.70,1353 Calle Central Apt 944 - Ref 007503,Nota interna orden 007503: validacion logistica 771437 prioridad B lote 320cb70f,ETL-20250826-007503
7504,2023-11-07 08:02:35,2023-11-15 03:31:35,2023-11-07 08:02:35.000,49,1684,8,3,Distribuidor,16,LOYALTY,4,405.109172,1539.41,938.77,8329 Calle Central Apt 742 - Ref 007504,Nota interna orden 007504: validacion logistica 776504 prioridad C lote bf724ddb,ETL-20231107-007504
7505,2025-10-20 18:35:05,2025-10-29 14:14:05,2025-10-20 18:35:05.000,27,1923,20,3,Distribuidor,21,LOYALTY,7,19.331159,128.55,121.11,5895 Calle Central Apt 325 - Ref 007505,Nota interna orden 007505: validacion logistica 136795 prioridad A lote 40115bb6,ETL-20251020-007505
7506,2024-03-02 06:27:24,2024-03-11 01:02:24,2024-03-02 06:27:24.000,10,2221,2,3,Distribuidor,14,BLACKFRIDAY,2,256.459407,487.27,376.68,574 Calle Central Apt 146 - Ref 007506,Nota interna orden 007506: validacion logistica 975649 prioridad A lote 3f32d5ae,ETL-20240302-007506
7507,2024-01-01 17:38:28,2024-01-05 09:36:28,2024-01-01 17:38:28.000,59,2446,5,5,Call Center,22,OUTLET,5,1232.900971,5548.05,3634.59,2910 Calle Central Apt 358 - Ref 007507,Nota interna orden 007507: validacion logistica 853165 prioridad C lote b139140e,ETL-20240101-007507
7508,2025-10-10 15:35:54,2025-10-11 19:44:54,2025-10-10 15:35:54.000,20,914,32,4,Marketplace,1,SIN_PROMO,6,708.172674,3824.13,2504.20,6880 Calle Central Apt 898 - Ref 007508,Nota interna orden 007508: validacion logistica 963242 prioridad C lote 2f8d00f6,ETL-20251010-007508
7509,2025-07-29 19:06:57,2025-08-02 22:37:57,2025-07-29 19:06:57.000,37,1048,9,1,Online,9,LOYALTY,5,819.278031,3891.57,3045.20,3448 Calle Central Apt 768 - Ref 007509,Nota interna orden 007509: validacion logistica 487429 prioridad B lote 2bf635f2,ETL-20250729-007509
7510,2024-02-18 08:57:41,2024-02-20 00:15:41,2024-02-18 08:57:41.000,78,1462,31,3,Distribuidor,17,OUTLET,2,1010.664720,1920.26,1332.01,1084 Calle Central Apt 766 - Ref 007510,Nota interna orden 007510: validacion logistica 930309 prioridad C lote dc7f0833,ETL-20240218-007510
7511,2025-01-08 01:35:24,2025-01-12 21:19:24,2025-01-08 01:35:24.000,18,712,8,5,Call Center,7,BLACKFRIDAY,1,380.547293,323.47,270.15,3867 Calle Central Apt 155 - Ref 007511,Nota interna orden 007511: validacion logistica 700155 prioridad A lote 7b50809b,ETL-20250108-007511
7512,2024-08-25 10:43:26,2024-08-28 15:39:26,2024-08-25 10:43:26.000,78,462,15,5,Call Center,19,BLACKFRIDAY,5,1065.826442,5062.68,3307.38,8352 Calle Central Apt 502 - Ref 007512,Nota interna orden 007512: validacion logistica 388703 prioridad C lote e6f579a8,ETL-20240825-007512
7513,2025-03-08 03:50:05,2025-03-16 08:30:05,2025-03-08 03:50:05.000,65,886,2,4,Marketplace,12,SIN_PROMO,7,486.277900,3063.55,2505.91,8654 Calle Central Apt 790 - Ref 007513,Nota interna orden 007513: validacion logistica 521075 prioridad C lote f638e805,ETL-20250308-007513
7514,2025-11-16 06:50:03,2025-11-18 10:51:03,2025-11-16 06:50:03.000,44,2160,27,5,Call Center,18,TEMPORADA,2,1030.360914,1854.65,1395.97,5644 Calle Central Apt 864 - Ref 007514,Nota interna orden 007514: validacion logistica 751338 prioridad C lote b8d7e089,ETL-20251116-007514
7515,2024-11-27 04:24:45,2024-12-01 04:34:45,2024-11-27 04:24:45.000,55,2373,16,1,Online,2,BLACKFRIDAY,2,241.619954,468.74,376.40,7386 Calle Central Apt 609 - Ref 007515,Nota interna orden 007515: validacion logistica 870468 prioridad C lote a3a2bf6b,ETL-20241127-007515
